College Code,College Name,Category Name,University,District,Zone,Group,branch,Total No of students,1st year,2nd year,3rd year,4th year,Disciplines
4116,Prince Dr.K.Vasudevan College of Engineering and Technology,Affilated Non - Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.E Biomedical Engineering,57,7,24,13,13,OTHER
4116,Prince Dr.K.Vasudevan College of Engineering and Technology,Affilated Non - Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,Others,1,0,1,0,0,OTHER
4116,Prince Dr.K.Vasudevan College of Engineering and Technology,Affilated Non - Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.E Mechanical Engineering,1,0,0,0,1,MECH
4116,Prince Dr.K.Vasudevan College of Engineering and Technology,Affilated Non - Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.E Computer Science and Engineering,144,36,55,23,30,CS
4116,Prince Dr.K.Vasudevan College of Engineering and Technology,Affilated Non - Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.Tech Artificial Intelligence and Data Science,132,37,60,35,0,CS
4117,PRINCE SHRI VENKATESHWARA PADMAVATHY ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone IV : MIT - Chromepet,1.0,B.E Mechanical Engineering,60,2,15,11,32,MECH
4117,PRINCE SHRI VENKATESHWARA PADMAVATHY ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone IV : MIT - Chromepet,1.0,B.E Electronics and Communication Engineering,262,60,94,46,62,ECE
4117,PRINCE SHRI VENKATESHWARA PADMAVATHY ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone IV : MIT - Chromepet,1.0,B.E Civil Engineering,11,2,2,6,1,CIVIL
4117,PRINCE SHRI VENKATESHWARA PADMAVATHY ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone IV : MIT - Chromepet,1.0,B.Tech Information Technology,203,58,56,36,53,IT
4117,PRINCE SHRI VENKATESHWARA PADMAVATHY ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone IV : MIT - Chromepet,1.0,B.E Computer Science and Engineering,222,61,58,47,56,CS
4117,PRINCE SHRI VENKATESHWARA PADMAVATHY ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone IV : MIT - Chromepet,1.0,B.E Electrical and Electronics Engineering,17,2,5,5,5,EEE
4118,RRASE COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone IV : MIT - Chromepet,1.0,B.E Computer Science and Engineering,212,58,50,66,38,CS
4118,RRASE COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone IV : MIT - Chromepet,1.0,B.E Civil Engineering,73,2,22,33,16,CIVIL
4118,RRASE COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone IV : MIT - Chromepet,1.0,B.E Mechanical Engineering,175,16,55,54,50,MECH
4118,RRASE COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone IV : MIT - Chromepet,1.0,B.Tech Information Technology,159,59,45,36,19,IT
4118,RRASE COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone IV : MIT - Chromepet,1.0,B.E Electrical and Electronics Engineering,147,7,33,57,50,EEE
4118,RRASE COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone IV : MIT - Chromepet,1.0,B.E Electronics and Communication Engineering,136,25,49,34,28,ECE
4118,RRASE COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone IV : MIT - Chromepet,1.0,B.Tech Artificial Intelligence and Data Science,24,24,0,0,0,CS
4120,Sri Krishna Engineering College,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone IV : MIT - Chromepet,1.0,B.E Electrical and Electronics Engineering,37,1,27,9,0,EEE
4120,Sri Krishna Engineering College,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone IV : MIT - Chromepet,1.0,B.E Computer Science and Engineering,20,7,6,7,0,CS
4120,Sri Krishna Engineering College,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone IV : MIT - Chromepet,1.0,B.Tech Information Technology,10,9,1,0,0,IT
4120,Sri Krishna Engineering College,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone IV : MIT - Chromepet,1.0,B.Tech Fashion Technology,3,2,1,0,0,OTHER
4120,Sri Krishna Engineering College,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone IV : MIT - Chromepet,1.0,B.E Electronics and Communication Engineering,9,3,4,2,0,ECE
4123,SRI RAMANUJAR ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.E Computer Science and Engineering,227,75,79,44,29,CS
4123,SRI RAMANUJAR ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.Tech Information Technology,158,57,61,15,25,IT
4123,SRI RAMANUJAR ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.E Electronics and Communication Engineering,102,35,35,21,11,ECE
4123,SRI RAMANUJAR ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.E Mechanical Engineering,133,6,58,46,23,MECH
4123,SRI RAMANUJAR ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.E Electrical and Electronics Engineering,53,6,23,21,3,EEE
4124,Sri Sai Ram Institute of Technology ,Affilated Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.Tech Artificial Intelligence and Machine Learning,1,1,0,0,0,CS
4124,Sri Sai Ram Institute of Technology ,Affilated Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.E Electronics and Communication Engineering,479,167,131,84,97,ECE
4124,Sri Sai Ram Institute of Technology ,Affilated Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.Tech Artificial Intelligence and Data Science,229,118,64,47,0,CS
4124,Sri Sai Ram Institute of Technology ,Affilated Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.E Computer Science and Engineering (CyberSecurity),63,63,0,0,0,CS
4124,Sri Sai Ram Institute of Technology ,Affilated Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.E Computer Science and Engineering,704,206,190,155,153,CS
4124,Sri Sai Ram Institute of Technology ,Affilated Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.E Civil Engineering,2,0,0,0,2,CIVIL
4124,Sri Sai Ram Institute of Technology ,Affilated Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.E Mechatronics Engineering,1,0,1,0,0,MECH
4124,Sri Sai Ram Institute of Technology ,Affilated Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.E Computer and Communication Engineering,170,63,61,46,0,ECE
4124,Sri Sai Ram Institute of Technology ,Affilated Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.Tech Information Technology,538,186,131,120,101,IT
4124,Sri Sai Ram Institute of Technology ,Affilated Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.E Electrical and Electronics Engineering,237,73,63,52,49,EEE
4124,Sri Sai Ram Institute of Technology ,Affilated Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.E Mechanical Engineering,222,70,61,38,53,MECH
4125,Sri Sairam Engineering College,Affilated Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.E Computer Science and Engineering (Artificial Intelligence and Machine learning ),63,63,0,0,0,CS
4125,Sri Sairam Engineering College,Affilated Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.Tech Chemical and Electrochemical Engineering,1,1,0,0,0,OTHER
4125,Sri Sairam Engineering College,Affilated Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.E Electrical and Electronics Engineering,466,128,127,103,108,EEE
4125,Sri Sairam Engineering College,Affilated Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.E Instrumentation and Control Engineering,127,32,33,31,31,OTHER
4125,Sri Sairam Engineering College,Affilated Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.E Computer Science and Engineering (IOT & CS including BCT),63,63,0,0,0,CS
4125,Sri Sairam Engineering College,Affilated Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.E Electronics and Telecommunications Engineering,8,8,0,0,0,ECE
4125,Sri Sairam Engineering College,Affilated Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.E Production Engineering,30,0,0,8,22,OTHER
4125,Sri Sairam Engineering College,Affilated Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.E Electronics and instrumentation engineering,320,92,93,64,71,ECE
4125,Sri Sairam Engineering College,Affilated Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.Tech Computer Science and Business System,231,119,60,52,0,CS
4125,Sri Sairam Engineering College,Affilated Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,AD,1,1,0,0,0,OTHER
4125,Sri Sairam Engineering College,Affilated Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,Others,63,1,62,0,0,OTHER
4125,Sri Sairam Engineering College,Affilated Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.Tech Chemical Engineering,1,1,0,0,0,OTHER
4125,Sri Sairam Engineering College,Affilated Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.Tech Information Technology,714,186,193,172,163,IT
4125,Sri Sairam Engineering College,Affilated Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.E Mechanical Engineering,601,101,124,183,193,MECH
4125,Sri Sairam Engineering College,Affilated Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.E Civil Engineering,199,43,46,49,61,CIVIL
4125,Sri Sairam Engineering College,Affilated Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.E Mechanical and automation engineering,103,47,56,0,0,MECH
4125,Sri Sairam Engineering College,Affilated Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.E Electronics and Communication Engineering,892,236,254,206,196,ECE
4125,Sri Sairam Engineering College,Affilated Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.Tech Artificial Intelligence and Data Science,351,168,127,56,0,CS
4125,Sri Sairam Engineering College,Affilated Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.E Computer Science and Engineering,707,175,189,184,159,CS
4125,Sri Sairam Engineering College,Affilated Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.E Civil Engineering (Tamil Medium),2,2,0,0,0,CIVIL
4126,SRI VENKATESWARAA COLLEGE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone IV : MIT - Chromepet,1.0,B.E Mechanical Engineering,27,7,0,10,10,MECH
4126,SRI VENKATESWARAA COLLEGE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone IV : MIT - Chromepet,1.0,B.Tech Artificial Intelligence and Data Science,92,22,43,27,0,CS
4126,SRI VENKATESWARAA COLLEGE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone IV : MIT - Chromepet,1.0,B.E Computer Science and Engineering (CyberSecurity),32,32,0,0,0,CS
4126,SRI VENKATESWARAA COLLEGE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone IV : MIT - Chromepet,1.0,B.E Electronics and Communication Engineering,118,32,41,25,20,ECE
4126,SRI VENKATESWARAA COLLEGE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone IV : MIT - Chromepet,1.0,B.E Computer Science and Engineering,161,27,51,42,41,CS
4126,SRI VENKATESWARAA COLLEGE OF TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone IV : MIT - Chromepet,1.0,B.E Electrical and Electronics Engineering,26,11,0,9,6,EEE
4127,Tagore Engineering College ,Affilated Non - Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.E Computer Science and Engineering,212,56,58,52,46,CS
4127,Tagore Engineering College ,Affilated Non - Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.E Mechanical Engineering,68,11,24,16,17,MECH
4127,Tagore Engineering College ,Affilated Non - Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.E Aeronautical Engineering,49,11,16,9,13,OTHER
4127,Tagore Engineering College ,Affilated Non - Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.E Electronics and Communication Engineering,146,53,52,26,15,ECE
4127,Tagore Engineering College ,Affilated Non - Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.Tech Artificial Intelligence and Data Science,53,53,0,0,0,CS
4127,Tagore Engineering College ,Affilated Non - Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.E Electrical and Electronics Engineering,4,0,0,0,4,EEE
4127,Tagore Engineering College ,Affilated Non - Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone IV : MIT - Chromepet,1.0,B.Tech Information Technology,153,53,58,23,19,IT
4130,ANNAI VEILANKANNI'S COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone IV : MIT - Chromepet,1.0,B.E Computer Science and Engineering,193,50,56,53,34,CS
4130,ANNAI VEILANKANNI'S COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone IV : MIT - Chromepet,1.0,B.E Civil Engineering,29,1,11,15,2,CIVIL
4130,ANNAI VEILANKANNI'S COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone IV : MIT - Chromepet,1.0,B.E Mechanical Engineering,96,7,38,31,20,MECH
4130,ANNAI VEILANKANNI'S COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,KANCHEEPURAM,Zone IV : MIT - Chromepet,1.0,B.E Electronics and Communication Engineering,113,26,29,37,21,ECE
4201,A K T MEMORIAL COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KALLAKURICHI,Zone XXI : Villupuram,5.0,B.E Computer Science and Engineering (Tamil Medium),2,2,0,0,0,CS
4201,A K T MEMORIAL COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KALLAKURICHI,Zone XXI : Villupuram,5.0,B.E Electronics and Communication Engineering,189,59,64,42,24,ECE
4201,A K T MEMORIAL COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KALLAKURICHI,Zone XXI : Villupuram,5.0,B.E Electrical and Electronics Engineering,208,60,66,45,37,EEE
4201,A K T MEMORIAL COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KALLAKURICHI,Zone XXI : Villupuram,5.0,B.E Civil Engineering,111,35,31,27,18,CIVIL
4201,A K T MEMORIAL COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KALLAKURICHI,Zone XXI : Villupuram,5.0,B.E Computer Science and Engineering,232,59,66,65,42,CS
4201,A K T MEMORIAL COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KALLAKURICHI,Zone XXI : Villupuram,5.0,Others,3,0,2,1,0,OTHER
4201,A K T MEMORIAL COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,KALLAKURICHI,Zone XXI : Villupuram,5.0,B.E Mechanical Engineering,279,81,91,71,36,MECH
4203,A.R. ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,VILUPPURAM,Zone XXI : Villupuram,5.0,B.Tech Artificial Intelligence and Data Science,18,18,0,0,0,CS
4203,A.R. ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,VILUPPURAM,Zone XXI : Villupuram,5.0,B.E Mechanical Engineering,60,8,27,20,5,MECH
4203,A.R. ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,VILUPPURAM,Zone XXI : Villupuram,5.0,B.E Electrical and Electronics Engineering,39,2,21,13,3,EEE
4203,A.R. ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,VILUPPURAM,Zone XXI : Villupuram,5.0,B.E Computer Science and Engineering,75,29,24,17,5,CS
4203,A.R. ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,VILUPPURAM,Zone XXI : Villupuram,5.0,B.E Civil Engineering,14,2,7,5,0,CIVIL
4203,A.R. ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,VILUPPURAM,Zone XXI : Villupuram,5.0,B.E Electronics and Communication Engineering,51,9,29,10,3,ECE
4204,ADHIPARASAKTHI ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone V : Tindivanam,2.0,B.Tech Chemical Engineering,48,15,9,10,14,OTHER
4204,ADHIPARASAKTHI ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone V : Tindivanam,2.0,B.E Civil Engineering,72,12,19,19,22,CIVIL
4204,ADHIPARASAKTHI ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone V : Tindivanam,2.0,B.E Computer Science and Engineering,311,87,88,72,64,CS
4204,ADHIPARASAKTHI ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone V : Tindivanam,2.0,B.Tech Information Technology,119,30,32,31,26,IT
4204,ADHIPARASAKTHI ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone V : Tindivanam,2.0,B.E Electronics and Communication Engineering,176,66,52,25,33,ECE
4204,ADHIPARASAKTHI ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone V : Tindivanam,2.0,B.E Electrical and Electronics Engineering,105,24,34,31,16,EEE
4204,ADHIPARASAKTHI ENGINEERING COLLEGE,Affilated Non - Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone V : Tindivanam,2.0,B.E Mechanical Engineering,136,22,29,43,42,MECH
4206,ANNAI TERESA COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,KALLAKURICHI,Zone XXI : Villupuram,5.0,B.E Mechanical Engineering,148,9,65,63,11,MECH
4206,ANNAI TERESA COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,KALLAKURICHI,Zone XXI : Villupuram,5.0,B.E Electronics and Communication Engineering,144,7,65,57,15,ECE
4206,ANNAI TERESA COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,KALLAKURICHI,Zone XXI : Villupuram,5.0,B.E Computer Science and Engineering,206,47,66,56,37,CS
4206,ANNAI TERESA COLLEGE OF ENGINEERING,Affilated Non - Autonomous,ANNA UNIVERSITY,KALLAKURICHI,Zone XXI : Villupuram,5.0,B.E Electrical and Electronics Engineering,150,15,66,61,8,EEE
4207,C.K. COLLEGE OF ENGINEERING & TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,CUDDALORE,Zone XXI : Villupuram,5.0,B.E Electronics and Communication Engineering,204,59,57,55,33,ECE
4207,C.K. COLLEGE OF ENGINEERING & TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,CUDDALORE,Zone XXI : Villupuram,5.0,B.E Civil Engineering,135,24,35,53,23,CIVIL
4207,C.K. COLLEGE OF ENGINEERING & TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,CUDDALORE,Zone XXI : Villupuram,5.0,B.E Computer Science and Engineering,227,60,60,63,44,CS
4207,C.K. COLLEGE OF ENGINEERING & TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,CUDDALORE,Zone XXI : Villupuram,5.0,B.E Electrical and Electronics Engineering,211,60,55,61,35,EEE
4207,C.K. COLLEGE OF ENGINEERING & TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,CUDDALORE,Zone XXI : Villupuram,5.0,B.E Mechanical Engineering,282,54,61,93,74,MECH
4207,C.K. COLLEGE OF ENGINEERING & TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,CUDDALORE,Zone XXI : Villupuram,5.0,B.Tech Artificial Intelligence and Data Science,60,60,0,0,0,CS
4210,Quannta school of software engineering,Affilated Non - Autonomous,,VILUPPURAM,Zone V : Tindivanam,2.0,B.E Computer Science and Engineering,21,21,0,0,0,CS
4210,Quannta school of software engineering,Affilated Non - Autonomous,,VILUPPURAM,Zone V : Tindivanam,2.0,B.E Electronics and Communication Engineering,3,3,0,0,0,ECE
4212,KARPAGA VINAYAGA COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone V : Tindivanam,2.0,B.E Electronics and Communication Engineering,72,30,25,13,4,ECE
4212,KARPAGA VINAYAGA COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone V : Tindivanam,2.0,B.E Electrical and Electronics Engineering,74,16,26,26,6,EEE
4212,KARPAGA VINAYAGA COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone V : Tindivanam,2.0,B.Tech Artificial Intelligence and Data Science,117,57,50,10,0,CS
4212,KARPAGA VINAYAGA COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone V : Tindivanam,2.0,B.E Civil Engineering,23,10,7,3,3,CIVIL
4212,KARPAGA VINAYAGA COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone V : Tindivanam,2.0,B.E Automobile Engineering,87,1,14,23,49,MECH
4212,KARPAGA VINAYAGA COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone V : Tindivanam,2.0,B.E Robotics and Automation Engineering,42,26,10,6,0,MECH
4212,KARPAGA VINAYAGA COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone V : Tindivanam,2.0,B.E Computer Science and Engineering,230,85,65,30,50,CS
4212,KARPAGA VINAYAGA COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone V : Tindivanam,2.0,B.E Biomedical Engineering,168,59,42,29,38,OTHER
4212,KARPAGA VINAYAGA COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone V : Tindivanam,2.0,B.Tech Biotechnology,175,53,52,29,41,OTHER
4212,KARPAGA VINAYAGA COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,CHENGALPATTU,Zone V : Tindivanam,2.0,B.E Mechanical Engineering,102,11,22,26,43,MECH
4213,KRISHNASAMY COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,CUDDALORE,Zone XXI : Villupuram,5.0,B.E Electrical and Electronics Engineering,188,60,56,48,24,EEE
4213,KRISHNASAMY COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,CUDDALORE,Zone XXI : Villupuram,5.0,B.E Civil Engineering,65,17,20,13,15,CIVIL
4213,KRISHNASAMY COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,CUDDALORE,Zone XXI : Villupuram,5.0,B.E Mechanical Engineering,179,50,41,43,45,MECH
4213,KRISHNASAMY COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,CUDDALORE,Zone XXI : Villupuram,5.0,B.E Electronics and Communication Engineering,204,60,57,43,44,ECE
4213,KRISHNASAMY COLLEGE OF ENGINEERING AND TECHNOLOGY,Affilated Non - Autonomous,ANNA UNIVERSITY,CUDDALORE,Zone XXI : Villupuram,5.0,B.E Computer Science and Engineering,228,60,66,58,44,CS
4216,Mailam engineering college,Affilated Non - Autonomous,ANNA UNIVERSITY,VILUPPURAM,Zone V : Tindivanam,2.0,B.E Electrical and Electronics Engineering,171,50,50,33,38,EEE
4216,Mailam engineering college,Affilated Non - Autonomous,ANNA UNIVERSITY,VILUPPURAM,Zone V : Tindivanam,2.0,B.Tech Information Technology,321,105,116,45,55,IT
4216,Mailam engineering college,Affilated Non - Autonomous,ANNA UNIVERSITY,VILUPPURAM,Zone V : Tindivanam,2.0,B.E Mechanical Engineering,245,50,67,47,81,MECH
4216,Mailam engineering college,Affilated Non - Autonomous,ANNA UNIVERSITY,VILUPPURAM,Zone V : Tindivanam,2.0,B.E Electronics and Communication Engineering,396,171,105,64,56,ECE
4216,Mailam engineering college,Affilated Non - Autonomous,ANNA UNIVERSITY,VILUPPURAM,Zone V : Tindivanam,2.0,B.E Computer Science and Engineering,601,163,189,144,105,CS
